CUSTNAME,REGION,PARTNUM,REVENUE,COST,MARGIN
WILLIAMS INDUSTRIAL SERVI,02-Central,754267000," $ 1,757 ", $ 810 , $ 947 
WILLIAMS INDUSTRIAL SERVI,02-Central,753987000," $ 1,621 ", $ 866 , $ 755 
WILLIAMS INDUSTRIAL SERVI,02-Central,734611100," $ 1,552 ", $ 350 ," $ 1,202 "
WILLIAMS INDUSTRIAL SERVI,02-Central,754047000," $ 1,431 ", $ 876 , $ 555 
WILLIAMS INDUSTRIAL SERVI,02-Central,770540000," $ 1,264 ", $ 90 ," $ 1,175 "
WILLIAMS INDUSTRIAL SERVI,02-Central,779957703," $ 1,151 ", $ 781 , $ 369 
WILLIAMS INDUSTRIAL SERVI,02-Central,739564300," $ 1,067 ", $ 248 , $ 819 
WILLIAMS INDUSTRIAL SERVI,02-Central,733403100," $ 1,000 ", $ 123 , $ 877 
WILLIAMS INDUSTRIAL SERVI,02-Central,753997000, $ 934 , $ 418 , $ 516 
WILLIAMS INDUSTRIAL SERVI,02-Central,779958694, $ 850 , $ 413 , $ 438 
WILLIAMS INDUSTRIAL SERVI,02-Central,754297000, $ 772 , $ 313 , $ 458 
WILLIAMS INDUSTRIAL SERVI,02-Central,727000140, $ 726 , $ 84 , $ 642 
WILLIAMS INDUSTRIAL SERVI,02-Central,754187000, $ 589 , $ 289 , $ 301 
WILLIAMS INDUSTRIAL SERVI,02-Central,770210000, $ 560 , $ 61 , $ 499 
WILLIAMS INDUSTRIAL SERVI,02-Central,764521000, $ 320 , $ 40 , $ 280 
WILLIAMS INDUSTRIAL SERVI,02-Central,770220000, $ 304 , $ 27 , $ 276 
WILLIAMS INDUSTRIAL SERVI,02-Central,734651200, $ 199 , $ 37 , $ 162 
WILLIAMS INDUSTRIAL SERVI,02-Central,754247000, $ 164 , $ 91 , $ 73 
WILLIAMS INDUSTRIAL SERVI,02-Central,754197000, $ 160 , $ 71 , $ 89 
WILLIAMS INDUSTRIAL SERVI,02-Central,753967000, $ 159 , $ 78 , $ 80 
WISCONSIN ALUMINUM,02-Central,777601000," $ 1,980 ", $ 334 ," $ 1,647 "
WOLSELEY INDUSTRIAL GROUP,02-Central,770200000," $ 2,979 ", $ 210 ," $ 2,769 "
WOLSELEY INDUSTRIAL GROUP,02-Central,737871000," $ 2,937 ", $ 280 ," $ 2,657 "
WOLSELEY INDUSTRIAL GROUP,02-Central,739541000, $ 588 , $ 91 , $ 497 
WOLSELEY INDUSTRIAL GROUP,02-Central,739561000, $ 492 , $ 86 , $ 406 
WOLSELEY INDUSTRIAL GROUP,02-Central,739450000, $ 482 , $ 126 , $ 356 
