CUSTNAME,REGION,PARTNUM,REVENUE,COST,MARGIN
PTI THERMAL SOLUTIONS,01-East,780680000," $ 17,561 "," $ 6,300 "," $ 11,260 "
PTI THERMAL SOLUTIONS,01-East,759821000," $ 13,579 "," $ 4,074 "," $ 9,505 "
PTI THERMAL SOLUTIONS,01-East,733211050," $ 11,390 "," $ 3,292 "," $ 8,097 "
PTI THERMAL SOLUTIONS,01-East,764902000," $ 10,772 "," $ 5,131 "," $ 5,641 "
PTI THERMAL SOLUTIONS,01-East,766162000," $ 10,674 "," $ 4,148 "," $ 6,526 "
PTI THERMAL SOLUTIONS,01-East,734351200," $ 10,269 "," $ 1,441 "," $ 8,828 "
PTI THERMAL SOLUTIONS,01-East,771400000," $ 8,451 ", $ 300 ," $ 8,151 "
PTI THERMAL SOLUTIONS,01-East,764821161," $ 7,800 "," $ 7,440 ", $ 360 
PTI THERMAL SOLUTIONS,01-East,768141000," $ 7,325 "," $ 2,448 "," $ 4,877 "
PTI THERMAL SOLUTIONS,01-East,764822000," $ 7,134 "," $ 2,480 "," $ 4,654 "
PTI THERMAL SOLUTIONS,01-East,766122000," $ 6,650 "," $ 2,404 "," $ 4,246 "
PTI THERMAL SOLUTIONS,01-East,795900000," $ 5,850 "," $ 1,034 "," $ 4,816 "
PTI THERMAL SOLUTIONS,01-East,780640000," $ 4,567 "," $ 1,619 "," $ 2,949 "
PTI THERMAL SOLUTIONS,01-East,777904301," $ 4,091 "," $ 1,527 "," $ 2,564 "
PTI THERMAL SOLUTIONS,01-East,779956886," $ 3,900 "," $ 1,557 "," $ 2,343 "
PTI THERMAL SOLUTIONS,01-East,734910000," $ 3,545 ", $ 945 ," $ 2,600 "
PTI THERMAL SOLUTIONS,01-East,733211000," $ 3,133 ", $ 904 ," $ 2,229 "
PTI THERMAL SOLUTIONS,01-East,779986951," $ 2,700 "," $ 1,443 "," $ 1,257 "
PTI THERMAL SOLUTIONS,01-East,734830000," $ 1,952 ", $ 313 ," $ 1,639 "
PTI THERMAL SOLUTIONS,01-East,733444200," $ 1,938 ", $ 386 ," $ 1,552 "
PTI THERMAL SOLUTIONS,01-East,781660000," $ 1,869 ", $ 564 ," $ 1,304 "
PTI THERMAL SOLUTIONS,01-East,779956887," $ 1,754 ", $ 512 ," $ 1,242 "
PTI THERMAL SOLUTIONS,01-East,733484900," $ 1,707 ", $ 347 ," $ 1,360 "
PTI THERMAL SOLUTIONS,01-East,739561000," $ 1,610 ", $ 682 , $ 928 
PTI THERMAL SOLUTIONS,01-East,738521000," $ 1,263 "," $ 1,194 ", $ 69 
PTI THERMAL SOLUTIONS,01-East,733444300," $ 1,163 ", $ 277 , $ 886 
PTI THERMAL SOLUTIONS,01-East,739561200," $ 1,073 ", $ 289 , $ 784 
PTI THERMAL SOLUTIONS,01-East,764482000, $ 692 , $ 170 , $ 522 
PTI THERMAL SOLUTIONS,01-East,770570000, $ 641 , $ 95 , $ 545 
PTI THERMAL SOLUTIONS,01-East,777903000, $ 485 , $ 167 , $ 318 
PTI THERMAL SOLUTIONS,01-East,793330000, $ 423 , $ 53 , $ 370 
PTI THERMAL SOLUTIONS,01-East,734990000, $ 401 , $ 111 , $ 290 
PTI THERMAL SOLUTIONS,01-East,779956599, $ 264 , $ 172 , $ 92 
PTI THERMAL SOLUTIONS,01-East,737902100, $ 185 , $ 34 , $ 151 
PTI THERMAL SOLUTIONS,01-East,777642000, $ 183 , $ 76 , $ 107 
PUGET SOUND NAVAL,01-East,733671000," $ 2,742 ", $ 225 ," $ 2,517 "
PYROTEK INC,01-East,726020015," $ 25,617 "," $ 20,818 "," $ 4,800 "
PYROTEK INC,01-East,777902300," $ 18,566 "," $ 9,820 "," $ 8,746 "
PYROTEK INC,01-East,733151520," $ 17,118 "," $ 7,774 "," $ 9,344 "
PYROTEK INC,01-East,733525400," $ 17,020 "," $ 7,449 "," $ 9,571 "
PYROTEK INC,01-East,771320000," $ 16,332 "," $ 4,271 "," $ 12,061 "
PYROTEK INC,01-East,737321000," $ 16,105 "," $ 5,996 "," $ 10,109 "
PYROTEK INC,01-East,733464500," $ 9,484 "," $ 4,458 "," $ 5,026 "
PYROTEK INC,01-East,777903800," $ 5,287 "," $ 1,854 "," $ 3,433 "
PYROTEK INC,01-East,764821000," $ 4,316 "," $ 1,597 "," $ 2,719 "
PYROTEK INC,01-East,739681100," $ 3,555 "," $ 3,756 ", $ -201 
PYROTEK INC,01-East,733211000," $ 3,370 "," $ 2,084 "," $ 1,286 "
PYROTEK INC,01-East,764901050," $ 3,042 "," $ 1,137 "," $ 1,905 "
PYROTEK INC,01-East,777902200," $ 2,489 "," $ 1,155 "," $ 1,334 "
PYROTEK INC,01-East,737301000," $ 2,315 ", $ 981 ," $ 1,333 "
PYROTEK INC,01-East,734611100," $ 2,146 ", $ 582 ," $ 1,564 "
PYROTEK INC,01-East,781590000," $ 2,127 ", $ 436 ," $ 1,690 "
PYROTEK INC,01-East,754267000," $ 2,067 ", $ 607 ," $ 1,460 "
PYROTEK INC,01-East,733510000," $ 1,670 "," $ 1,158 ", $ 512 
PYROTEK INC,01-East,734311100," $ 1,638 ", $ 411 ," $ 1,227 "
PYROTEK INC,01-East,768221000," $ 1,542 ", $ 566 , $ 976 
PYROTEK INC,01-East,770260000," $ 1,474 ", $ 203 ," $ 1,271 "
PYROTEK INC,01-East,776131000," $ 1,157 ", $ 907 , $ 249 
PYROTEK INC,01-East,768021000," $ 1,128 ", $ 600 , $ 528 
PYROTEK INC,01-East,770330000," $ 1,071 ", $ 193 , $ 878 
PYROTEK INC,01-East,773161000," $ 1,060 ", $ 235 , $ 825 
PYROTEK INC,01-East,777901100," $ 1,033 ", $ 561 , $ 472 
PYROTEK INC,01-East,754885000," $ 1,007 ", $ 182 , $ 825 
PYROTEK INC,01-East,733442000, $ 975 , $ 478 , $ 497 
PYROTEK INC,01-East,766121000, $ 865 , $ 272 , $ 593 
PYROTEK INC,01-East,733423700, $ 762 , $ 453 , $ 309 
PYROTEK INC,01-East,733505200, $ 711 , $ 328 , $ 383 
PYROTEK INC,01-East,739561000, $ 657 , $ 343 , $ 314 
PYROTEK INC,01-East,737261000, $ 650 , $ 280 , $ 370 
PYROTEK INC,01-East,764761000, $ 648 , $ 369 , $ 279 
PYROTEK INC,01-East,768241000, $ 433 , $ 159 , $ 274 
PYROTEK INC,01-East,739641100, $ 348 , $ 275 , $ 74 
PYROTEK INC,01-East,772101000, $ 308 , $ 95 , $ 214 
PYROTEK INC,01-East,764781000, $ 308 , $ 143 , $ 165 
PYROTEK INC,01-East,739661100, $ 294 , $ 301 , $ -7 
PYROTEK INC,01-East,733151600, $ 210 , $ 106 , $ 104 
PYROTEK INC,01-East,734711100, $ 203 , $ 54 , $ 149 
PYROTEK INC,01-East,771991000, $ 193 , $ 70 , $ 123 
PYROTEK INC,01-East,739541000, $ 192 , $ 72 , $ 120 
PYROTEK INC,01-East,739561200, $ 149 , $ 77 , $ 72 
PYROTEK INC,01-East,773191000, $ 100 , $ 22 , $ 77 
PYROTEK INC,01-East,772051000, $ 42 , $ 14 , $ 28 
QUADNA - PHOENIX,01-East,764605000," $ 3,912 ", $ 154 ," $ 3,758 "
QUADNA - PHOENIX,01-East,734311100, $ 381 , $ 34 , $ 348 
QUADNA,01-East,737321000," $ 7,095 "," $ 3,507 "," $ 3,588 "
QUADNA,01-East,737311000," $ 5,345 "," $ 3,612 "," $ 1,733 "
QUADNA,01-East,764605000," $ 4,634 ", $ 828 ," $ 3,806 "
QUADNA,01-East,764262000, $ 607 , $ 67 , $ 540 
QUADNA,01-East,734211200, $ 414 , $ 47 , $ 367 
QUICK CUT GASKET & RUBBER,01-East,733464500, $ 313 , $ 33 , $ 280 
"R.L. WILLIAMS & CO., INC.",01-East,735602000," $ 7,344 "," $ 2,044 "," $ 5,300 "
RACING INDUSTRIES,01-East,730710500," $ 4,911 ", $ 639 ," $ 4,272 "
RACING INDUSTRIES,01-East,730552560," $ 3,214 ", $ 386 ," $ 2,828 "
RAINBOW ART GLASS INC.,01-East,733671000," $ 3,596 ", $ 345 ," $ 3,251 "
RAMPART SUPPLY,01-East,792610000, $ 690 , $ 81 , $ 609 
RATH INCORPORATED,01-East,764261110," $ 111,760 "," $ 38,352 "," $ 73,408 "
RATH INCORPORATED,01-East,727031200," $ 40,867 "," $ 12,029 "," $ 28,839 "
RATH INCORPORATED,01-East,764301020," $ 37,303 "," $ 13,089 "," $ 24,213 "
RATH INCORPORATED,01-East,764821026," $ 35,980 "," $ 8,593 "," $ 27,387 "
RATH INCORPORATED,01-East,727000140," $ 31,579 "," $ 12,684 "," $ 18,895 "
RATH INCORPORATED,01-East,727063000," $ 21,136 "," $ 8,167 "," $ 12,969 "
RATH INCORPORATED,01-East,764521000," $ 18,735 "," $ 4,580 "," $ 14,155 "
RATH INCORPORATED,01-East,727063016," $ 14,461 "," $ 5,559 "," $ 8,903 "
RATH INCORPORATED,01-East,727063007," $ 11,025 "," $ 4,427 "," $ 6,599 "
RATH INCORPORATED,01-East,727063018," $ 11,025 "," $ 4,448 "," $ 6,577 "
RATH INCORPORATED,01-East,766121000," $ 6,845 "," $ 2,016 "," $ 4,829 "
RATH INCORPORATED,01-East,764601000," $ 2,754 ", $ 398 ," $ 2,356 "
RATH INCORPORATED,01-East,764781000, $ 456 , $ 121 , $ 335 
RATH INCORPORATED,01-East,766162000, $ 191 , $ 75 , $ 116 
RAYTEQ LLC,01-East,776101000, $ 387 , $ 183 , $ 204 
RAYTHEON,01-East,724261200," $ 1,572 ", $ 156 ," $ 1,416 "
RAYTHEON,01-East,764482000, $ 692 , $ 34 , $ 658 
RAYTHEON,01-East,739561000, $ 474 , $ 85 , $ 389 
RB LLC,01-East,768144200," $ 22,394 "," $ 6,662 "," $ 15,732 "
RB LLC,01-East,768133000," $ 7,630 "," $ 2,183 "," $ 5,447 "
RB LLC,01-East,768241100," $ 4,760 "," $ 1,249 "," $ 3,511 "
"RBC BEARINGS, INC.",01-East,740361900," $ 1,402 ", $ 457 , $ 944 
RBC INDUSTRIES,01-East,779987651," $ 3,324 ", $ 409 ," $ 2,915 "
RECON,01-East,733403200, $ 997 , $ 99 , $ 897 
RECON,01-East,733383000, $ 986 , $ 164 , $ 822 
RED-RAY MFG,01-East,734311100," $ 1,851 ", $ 202 ," $ 1,649 "
REDCO,01-East,733211000, $ 958 , $ 106 , $ 852 
REDCO,01-East,792760000, $ 357 , $ 58 , $ 298 
REFRACTORY ANCHORS INC,01-East,734351204," $ 1,836 ", $ 279 ," $ 1,557 "
REFRACTORY ENGINEERS INC.,01-East,777730021," $ 7,482 "," $ 4,877 "," $ 2,605 "
REFRACTORY ENGINEERS INC.,01-East,793330000," $ 6,681 "," $ 1,827 "," $ 4,854 "
REFRACTORY ENGINEERS INC.,01-East,793330074," $ 5,208 "," $ 2,701 "," $ 2,507 "
REFRACTORY ENGINEERS INC.,01-East,727000440," $ 4,024 ", $ 752 ," $ 3,272 "
REFRACTORY ENGINEERS INC.,01-East,777720000," $ 3,142 "," $ 2,254 ", $ 888 
REFRACTORY ENGINEERS INC.,01-East,777762000, $ 956 ," $ 2,815 "," $ -1,858 "
REFRACTORY ENGINEERS INC.,01-East,792614000, $ 858 , $ 181 , $ 677 
REFRACTORY ENGINEERS INC.,01-East,792654000, $ 638 , $ 259 , $ 379 
REFRACTORY MAINTENANCE CO,01-East,718500000," $ 29,540 "," $ 6,518 "," $ 23,022 "
REFRACTORY MAINTENANCE CO,01-East,724311400," $ 12,808 "," $ 3,065 "," $ 9,743 "
REFRACTORY MAINTENANCE CO,01-East,737321000," $ 7,277 "," $ 1,713 "," $ 5,563 "
REFRACTORY MAINTENANCE CO,01-East,734990000," $ 6,374 ", $ 939 ," $ 5,435 "
REFRACTORY MAINTENANCE CO,01-East,777901100," $ 2,646 ", $ 982 ," $ 1,664 "
REFRACTORY MAINTENANCE CO,01-East,777901300," $ 2,322 ", $ 849 ," $ 1,472 "
REFRACTORY MAINTENANCE CO,01-East,740382201, $ 859 , $ 294 , $ 565 
REFRACTORY SERVICE INC.,01-East,755065000," $ 40,554 "," $ 13,762 "," $ 26,792 "
REFRACTORY SERVICE INC.,01-East,779988827," $ 9,920 "," $ 4,883 "," $ 5,037 "
REFRACTORY SERVICE INC.,01-East,734851000," $ 2,582 ", $ 548 ," $ 2,033 "
REFRACTORY SERVICE INC.,01-East,777642000, $ 344 , $ 95 , $ 249 
REINHOLD INDUSTRIES INC.,01-East,733403200," $ 1,133 ", $ 99 ," $ 1,034 "
RESTORATION SUPPLY CO.,01-East,733151500, $ 922 , $ 102 , $ 820 
REVERE COPPER PRODUCTS IN,01-East,770220000, $ 635 , $ 82 , $ 553 
REX ROTO CORP,01-East,793250074, $ 543 , $ 314 , $ 229 
REX ROTO CORP,01-East,733464500, $ 152 , $ 30 , $ 122 
RHI CANADA INC.,01-East,737301000," $ 2,469 "," $ 2,575 ", $ -106 
RHI-MONOFRAX LTD.,01-East,734351200," $ 1,946 ", $ 147 ," $ 1,799 "
RHI-MONOFRAX LTD.,01-East,734251300," $ 1,176 ", $ 88 ," $ 1,088 "
RHI-MONOFRAX LTD.,01-East,733525500, $ 753 , $ 70 , $ 682 
RHI-MONOFRAX LTD.,01-East,779081000, $ 699 , $ 106 , $ 592 
RHI-MONOFRAX LTD.,01-East,734751200, $ 584 , $ 75 , $ 509 
RIVE TECHNOLOGY,01-East,733444100, $ 332 , $ 75 , $ 257 
ROBBIE HOLLAND WELDING,01-East,764822000, $ 894 , $ 32 , $ 862 
ROGERS CORP,01-East,733525500," $ 12,582 "," $ 1,365 "," $ 11,217 "
ROSEMOUNT ANALYTICAL INC.,01-East,724281200," $ 2,947 ", $ 422 ," $ 2,525 "
"RSG AERODESIGN, LLC",01-East,724281200, $ 601 , $ 89 , $ 512 
RTI FABRICATION,01-East,737671000," $ 2,478 ", $ 327 ," $ 2,152 "
S & S SUPPLIES &,01-East,771120000," $ 8,595 ", $ 286 ," $ 8,309 "
S & S SUPPLIES &,01-East,771100000," $ 7,880 ", $ 245 ," $ 7,635 "
S & S SUPPLIES &,01-East,771002000," $ 3,257 ", $ 79 ," $ 3,177 "
S & S SUPPLIES &,01-East,771000000," $ 3,084 ", $ 82 ," $ 3,002 "
S & S SUPPLIES &,01-East,734910000, $ 362 , $ 53 , $ 309 
S M ENGINEERING,01-East,740382101," $ 1,742 ", $ 549 ," $ 1,193 "
S P I,01-East,735602000," $ 33,120 "," $ 10,468 "," $ 22,652 "
S P I,01-East,766161000, $ 606 , $ 308 , $ 298 
S W ANDERSON,01-East,735602000," $ 45,700 "," $ 16,811 "," $ 28,889 "
SAES SMART MATERIALS,01-East,733525600, $ 718 , $ 65 , $ 652 
SAES SMART MATERIALS,01-East,764342000, $ 430 , $ 23 , $ 406 
SAINT GOBAIN,01-East,777601000," $ 1,934 ", $ 360 ," $ 1,574 "
SAINT-GOBAIN,01-East,733586600," $ 41,803 "," $ 4,004 "," $ 37,799 "
SAINT-GOBAIN,01-East,766211000," $ 2,200 ", $ 222 ," $ 1,978 "
SAINT-GOBAIN,01-East,738561000," $ 1,817 ", $ 796 ," $ 1,021 "
SAINT-GOBAIN,01-East,766681100, $ 627 , $ 53 , $ 575 
SANDELIUS INSTRUMENTS INC,01-East,766681100, $ 612 , $ 50 , $ 562 
SANDIA NATIONAL LABS,01-East,793330000, $ 432 , $ 26 , $ 405 
SANDIA NATIONAL LAB,01-East,738521000," $ 3,210 ", $ 861 ," $ 2,350 "
SANDIA NATIONAL LAB,01-East,739541000, $ 588 , $ 91 , $ 497 
SANDVIK HEATING,01-East,777601000, $ 820 , $ 118 , $ 702 
SANDVIK THERMAL PROCESS,01-East,715000050," $ 275,512 "," $ 147,686 "," $ 127,826 "
SANDVIK THERMAL PROCESS,01-East,763991000," $ 229,252 "," $ 78,196 "," $ 151,057 "
SANDVIK THERMAL PROCESS,01-East,764787510," $ 113,725 "," $ 36,139 "," $ 77,586 "
SANDVIK THERMAL PROCESS,01-East,727000140," $ 70,622 "," $ 20,681 "," $ 49,941 "
SANDVIK THERMAL PROCESS,01-East,764761010," $ 15,552 "," $ 4,927 "," $ 10,625 "
SANDVIK THERMAL PROCESS,01-East,734251300," $ 2,552 ", $ 264 ," $ 2,287 "
SANDVIK THERMAL PROCESS,01-East,734211200, $ 685 , $ 92 , $ 593 
SANDVIK THERMAL PROCESS,01-East,733525500, $ 431 , $ 70 , $ 361 
SANDVIK THERMAL PROCESS,01-East,777601000, $ 288 , $ 59 , $ 229 
SANDY VALLEY FASTENERS,01-East,771002000," $ 1,740 ", $ 43 ," $ 1,697 "
SAXON GLASS TECH INC,01-East,727063000, $ 57 , $ 17 , $ 40 
SCHWEITZER-MAUDUIT INT'L,01-East,766681100, $ 918 , $ 74 , $ 844 
SCHWEITZER-MAUDUIT INT'L,01-East,766686000, $ 414 , $ 38 , $ 376 
SCREW CONVEYOR CORP,01-East,770720000," $ 1,061 ", $ 29 ," $ 1,032 "
SDK LABORATORIES,01-East,727000140, $ 521 , $ 33 , $ 488 
SEALING DEVICES INC,01-East,740402402," $ 48,360 "," $ 23,428 "," $ 24,932 "
SEALING DEVICES INC,01-East,732664000," $ 46,110 "," $ 6,591 "," $ 39,519 "
SEALING DEVICES INC,01-East,733525500," $ 10,660 "," $ 2,969 "," $ 7,691 "
SEALING DEVICES INC,01-East,732675000," $ 7,632 "," $ 2,933 "," $ 4,699 "
SEALING DEVICES INC,01-East,732663000," $ 7,458 "," $ 1,146 "," $ 6,312 "
SEALING DEVICES INC,01-East,740402450," $ 6,969 "," $ 3,159 "," $ 3,811 "
SEALING DEVICES INC,01-East,764490000," $ 6,775 "," $ 1,907 "," $ 4,868 "
SEALING DEVICES INC,01-East,766121000," $ 6,312 ", $ 320 ," $ 5,992 "
SEALING DEVICES INC,01-East,740382201," $ 6,130 "," $ 4,140 "," $ 1,990 "
SEALING DEVICES INC,01-East,764489300," $ 2,932 ", $ 953 ," $ 1,978 "
SEALING DEVICES INC,01-East,777601000," $ 1,392 ", $ 288 ," $ 1,104 "
SEALING DEVICES INC,01-East,732630100," $ 1,062 ", $ 375 , $ 687 
SEALING DEVICES INC,01-East,764481000, $ 592 , $ 171 , $ 421 
SEALING DEVICES INC,01-East,733510000, $ 538 , $ 142 , $ 396 
SEISLER MACH & FABRICATIO,01-East,733464400, $ 626 , $ 87 , $ 539 
SELAS HEAT TECHNOLOGY CO.,01-East,734311100, $ 981 , $ 106 , $ 875 
SELLE SUPPLY COMPANY,01-East,735602000," $ 232,199 "," $ 68,574 "," $ 163,625 "
SELLE SUPPLY COMPANY,01-East,735752000," $ 29,569 "," $ 9,873 "," $ 19,696 "
SELLE SUPPLY COMPANY,01-East,764601000," $ 23,311 "," $ 5,649 "," $ 17,662 "
SELLE SUPPLY COMPANY,01-East,735750000," $ 12,683 "," $ 4,146 "," $ 8,537 "
SELLE SUPPLY COMPANY,01-East,764521000," $ 12,285 "," $ 3,041 "," $ 9,244 "
SELLE SUPPLY COMPANY,01-East,764561000," $ 3,540 ", $ 909 ," $ 2,631 "
SELLE SUPPLY COMPANY,01-East,735602110," $ 2,800 ", $ 875 ," $ 1,925 "
SELLE SUPPLY COMPANY,01-East,764481000, $ 383 , $ 103 , $ 280 
SELTEK INT'L INC,01-East,737009817," $ 1,707 "," $ 1,535 ", $ 172 
SEMCOR,01-East,734910000," $ 1,086 ", $ 159 , $ 927 
SEMICONDUCTOR PACKAGING,01-East,764821000," $ 1,341 ", $ 47 ," $ 1,294 "
SEMICONDUCTOR PACKAGING,01-East,764861000, $ 667 , $ 26 , $ 641 
SHANNON ENTERPRISES OF WN,01-East,764902000," $ 12,576 "," $ 3,018 "," $ 9,558 "
SHANNON ENTERPRISES OF WN,01-East,764822000," $ 5,548 "," $ 1,289 "," $ 4,259 "
SHANNON ENTERPRISES OF WN,01-East,764342000," $ 1,695 ", $ 552 ," $ 1,143 "
SHARP TOOL,01-East,733742000," $ 1,184 ", $ 210 , $ 974 
SHARP TOOL,01-East,733741000, $ 408 , $ 119 , $ 289 
SHAW ENERGY & CHEMICALS,01-East,779959409," $ 74,594 "," $ 50,403 "," $ 24,190 "
SHAW ENERGY & CHEMICALS,01-East,779959407," $ 50,866 "," $ 16,489 "," $ 34,377 "
SHAW ENERGY & CHEMICALS,01-East,779980286," $ 31,155 "," $ 28,340 "," $ 2,815 "
SHAW ENERGY & CHEMICALS,01-East,779959408," $ 25,433 "," $ 9,546 "," $ 15,887 "
SHAW ENERGY & CHEMICALS,01-East,766121000," $ 24,321 "," $ 10,954 "," $ 13,367 "
SHAW ENERGY & CHEMICALS,01-East,779980285," $ 22,989 "," $ 20,906 "," $ 2,083 "
SHAW ENERGY & CHEMICALS,01-East,754924010," $ 19,973 "," $ 12,786 "," $ 7,187 "
SHAW ENERGY & CHEMICALS,01-East,779980287," $ 13,225 "," $ 12,050 "," $ 1,175 "
SHAW ENERGY & CHEMICALS,01-East,779988139," $ 12,939 "," $ 12,043 ", $ 895 
SHAW ENERGY & CHEMICALS,01-East,764821000," $ 12,240 "," $ 5,529 "," $ 6,711 "
SHAW ENERGY & CHEMICALS,01-East,779988136," $ 10,392 "," $ 9,450 ", $ 942 
SHAW ENERGY & CHEMICALS,01-East,779980284," $ 9,746 "," $ 8,856 ", $ 890 
SHAW ENERGY & CHEMICALS,01-East,777902888," $ 4,935 "," $ 4,494 ", $ 441 
SHAW ENERGY & CHEMICALS,01-East,779980289," $ 4,637 "," $ 4,232 ", $ 405 
SHAW ENERGY & CHEMICALS,01-East,777902887," $ 4,200 "," $ 3,750 ", $ 450 
SHAW ENERGY & CHEMICALS,01-East,779988145," $ 3,568 "," $ 1,008 "," $ 2,560 "
SHAW ENERGY & CHEMICALS,01-East,779956599," $ 2,460 "," $ 2,239 ", $ 221 
SHAW ENERGY & CHEMICALS,01-East,779988134," $ 2,407 "," $ 2,189 ", $ 218 
SHAW ENERGY & CHEMICALS,01-East,779980290," $ 2,015 "," $ 3,285 "," $ -1,271 "
SHAW ENERGY & CHEMICALS,01-East,779957834," $ 1,969 ", $ 974 , $ 995 
SHAW ENERGY & CHEMICALS,01-East,779988146," $ 1,963 "," $ 1,267 ", $ 696 
SHAW ENERGY & CHEMICALS,01-East,779988147," $ 1,847 "," $ 1,251 ", $ 596 
SHAW ENERGY & CHEMICALS,01-East,779988148," $ 1,784 ", $ 718 ," $ 1,066 "
SHAW ENERGY & CHEMICALS,01-East,779988135," $ 1,452 "," $ 1,321 ", $ 131 
SHAW ENERGY & CHEMICALS,01-East,777902889," $ 1,265 ", $ 11 ," $ 1,255 "
SHAW ENERGY & CHEMICALS,01-East,777902886," $ 1,098 "," $ 1,690 ", $ -591 
SHAW ENERGY & CHEMICALS,01-East,777642000, $ 840 , $ 475 , $ 365 
SHAW ENERGY & CHEMICALS,01-East,779988138, $ 612 , $ 556 , $ 55 
SHAW ENERGY & CHEMICALS,01-East,779988137, $ 518 , $ 471 , $ 47 
SILURIA TECHNOLOGY,01-East,764461006," $ 1,808 ", $ 138 ," $ 1,670 "
SILURIA TECHNOLOGY,01-East,764821000, $ 860 , $ 31 , $ 829 
SILURIA TECHNOLOGY,01-East,764481000, $ 346 , $ 17 , $ 329 
SION POWER CORP,01-East,720252303, $ 293 , $ 7 , $ 287 
SKIDMORE COLLEGE,01-East,777642000, $ 270 , $ 63 , $ 207 
SL PACIFIC,01-East,733211000, $ 319 , $ 47 , $ 272 
SMITH - SHARPE,01-East,779957935, $ 496 , $ 224 , $ 272 
SMITH - SHARPE,01-East,754305000, $ 394 , $ 220 , $ 174 
SMITHS TUBULAR SYSTEMS-,01-East,745121000," $ 21,537 "," $ 3,534 "," $ 18,003 "
SMT INTERNATIONAL LLC,01-East,733211050, $ 479 , $ 56 , $ 423 
SNYDER CONTRACTORS,01-East,770220000, $ 554 , $ 57 , $ 498 
SNYDER CONTRACTORS,01-East,770210000, $ 493 , $ 61 , $ 432 
SNYDER CONTRACTORS,01-East,733423600, $ 279 , $ 36 , $ 243 
SNYDER CONTRACTORS,01-East,777601000, $ 272 , $ 72 , $ 200 
SOLAR PRODUCTS INC,01-East,734351203," $ 106,800 "," $ 16,883 "," $ 89,917 "
SOLCOAT,01-East,734030000," $ 12,389 "," $ 2,730 "," $ 9,659 "
SOLDAR DE CHIHUAHUA S.A.,01-East,777590000, $ 410 , $ 123 , $ 287 
SOUND TECHNOLOGIES,01-East,764521000," $ 4,662 "," $ 1,115 "," $ 3,547 "
SOUND TECHNOLOGIES,01-East,764601000," $ 4,662 "," $ 2,211 "," $ 2,451 "
SOUTH JERSEY BOILER,01-East,734414100, $ 777 , $ 90 , $ 687 
SOUTH JERSEY BOILER,01-East,734211200, $ 230 , $ 23 , $ 207 
SOUTH JERSEY BOILER,01-East,734311100, $ 191 , $ 17 , $ 174 
SOUTHLANDS ENGINEERING,01-East,792650000, $ 533 , $ 95 , $ 438 
SOUTHWEST RESEARCH INST.,01-East,768121000, $ 503 , $ 29 , $ 474 
SOUTHWEST RESEARCH,01-East,764821000," $ 3,256 ", $ 124 ," $ 3,132 "
SOUTHWEST RESEARCH,01-East,768121000," $ 1,258 ", $ 72 ," $ 1,186 "
SOUTHWEST RESEARCH,01-East,764521000, $ 960 , $ 40 , $ 920 
SP &I- AUBURN MA,01-East,735602000," $ 58,200 "," $ 23,025 "," $ 35,175 "
SP &I- AUBURN MA,01-East,735602110," $ 35,580 "," $ 14,484 "," $ 21,096 "
SP &I- AUBURN MA,01-East,764602000," $ 3,744 ", $ 944 ," $ 2,800 "
SP &I- AUBURN MA,01-East,764561000," $ 2,496 ", $ 710 ," $ 1,786 "
SP &I- AUBURN MA,01-East,764601000," $ 2,080 ", $ 531 ," $ 1,549 "
SP &I- AUBURN MA,01-East,764822000," $ 1,128 ", $ 246 , $ 882 
SP &I- AUBURN MA,01-East,764521000," $ 1,030 ", $ 266 , $ 764 
SP &I- AUBURN MA,01-East,764522000, $ 618 , $ 160 , $ 458 
"SPACE EXPLORATION TECH,",01-East,777998700," $ 18,150 "," $ 15,425 "," $ 2,725 "
SPAR INC,01-East,754065000," $ 2,138 "," $ 1,283 ", $ 856 
SPAR INC,01-East,764901000," $ 1,640 ", $ 646 , $ 994 
SPAR INC,01-East,754085000," $ 1,188 ", $ 713 , $ 475 
SPECIAL METALS INC.,01-East,733525600," $ 43,868 "," $ 7,285 "," $ 36,582 "
SPECIAL METALS INC.,01-East,733545810," $ 6,435 "," $ 2,382 "," $ 4,053 "
SPECIAL METALS INC.,01-East,733484800," $ 3,187 ", $ 740 ," $ 2,448 "
SPECIAL METALS INC.,01-East,733525500," $ 1,682 ", $ 282 ," $ 1,400 "
SPECIAL METALS INC.,01-East,718501000," $ 1,631 ", $ 271 ," $ 1,360 "
SPECIAL METALS INC.,01-East,725441100, $ 795 , $ 135 , $ 661 
SPECIAL METALS INC.,01-East,764861000, $ 321 , $ 13 , $ 308 
SPECIAL METALS INC.,01-East,764341000, $ 215 , $ 12 , $ 203 
SPECIALTY FOUNDRY PRODUCT,01-East,766162000," $ 3,429 "," $ 1,278 "," $ 2,151 "
SPECIALTY FOUNDRY PRODUCT,01-East,766121000," $ 2,808 ", $ 998 ," $ 1,810 "
SPECIALTY OPTICAL SYSTEMS,01-East,740402402," $ 2,098 ", $ 411 ," $ 1,686 "
SPECIALTY PROD & INSUL.,01-East,735602000," $ 105,650 "," $ 32,863 "," $ 72,787 "
SPECIALTY PROD & INSUL.,01-East,735750000," $ 1,485 ", $ 618 , $ 867 
SPECIALTY PROD & INSUL.,01-East,764605000, $ 254 , $ 104 , $ 150 
SPECIALTY PRODUCTS&INSUL,01-East,735602110," $ 123,360 "," $ 47,442 "," $ 75,918 "
